feature_id,species_id,traits,mean,range,uncertainty,units,comments,study_year,study_location,citeid,username,dt
1486,Ardeola ralloides,max age,,,,yrs,,,,citation311,grant,7/15/2016
1487,Ardeola ralloides,annual survival,,,,%,,,,citation311,grant,7/15/2016
1488,Ardeola ralloides,foraging distance,,,,km,,,,citation311,grant,7/15/2016
1489,Ardeola rufiventris,female mass,,,,Kg,,,,citation311,grant,7/15/2016
1490,Ardeola rufiventris,male mass,,,,Kg,,,,citation311,grant,7/15/2016
1491,Ardeola rufiventris,culmen,,,,mm,,,,citation311,grant,7/15/2016
1492,Ardeola rufiventris,tarsus,,,,mm,,,,citation311,grant,7/15/2016
1493,Ardeola rufiventris,tail,,,,mm,,,,citation311,grant,7/15/2016
1494,Ardeola rufiventris,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1495,Ardeola rufiventris,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1496,Ardeola rufiventris,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
1497,Ardeola rufiventris,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
1498,Ardeola rufiventris,egg mass,,,,g,,,,citation311,grant,7/15/2016
1499,Ardeola rufiventris,incubation period,,,,d,,,,citation311,grant,7/15/2016
1500,Ardeola rufiventris,fledging period,,,,d,,,,citation311,grant,7/15/2016
1501,Ardeola rufiventris,reproductive success,,,,%,,,,citation311,grant,7/15/2016
1502,Ardeola rufiventris,hatching success,,,,%,,,,citation311,grant,7/15/2016
1503,Ardeola rufiventris,fledging success,,,,%,,,,citation311,grant,7/15/2016
1504,Ardeola rufiventris,max growth,,,,g/d,,,,citation311,grant,7/15/2016
1505,Ardeola rufiventris,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
1506,Ardeola rufiventris,post fledge care,,,,d,,,,citation311,grant,7/15/2016
1507,Ardeola rufiventris,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
1508,Ardeola rufiventris,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
1509,Ardeola rufiventris,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
1510,Ardeola rufiventris,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
1511,Ardeola rufiventris,first year survival,,,,%,,,,citation311,grant,7/15/2016
1512,Ardeola rufiventris,second year survival,,,,%,,,,citation311,grant,7/15/2016
1513,Ardeola rufiventris,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
1514,Ardeola rufiventris,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
1515,Ardeola rufiventris,migration distance,,,,km,,,,citation311,grant,7/15/2016
1516,Ardeola rufiventris,wingspan,,,,cm,,,,citation311,grant,7/15/2016
1517,Ardeola rufiventris,max age,,,,yrs,,,,citation311,grant,7/15/2016
1518,Ardeola rufiventris,annual survival,,,,%,,,,citation311,grant,7/15/2016
1519,Ardeola rufiventris,foraging distance,,,,km,,,,citation311,grant,7/15/2016
1520,Ardeola speciosa,female mass,,,,Kg,,,,citation311,grant,7/15/2016
1521,Ardeola speciosa,male mass,,,,Kg,,,,citation311,grant,7/15/2016
1522,Ardeola speciosa,culmen,,,,mm,,,,citation311,grant,7/15/2016
1523,Ardeola speciosa,tarsus,,,,mm,,,,citation311,grant,7/15/2016
1524,Ardeola speciosa,tail,,,,mm,,,,citation311,grant,7/15/2016
1525,Ardeola speciosa,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1526,Ardeola speciosa,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1527,Ardeola speciosa,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
1528,Ardeola speciosa,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
1529,Ardeola speciosa,egg mass,,,,g,,,,citation311,grant,7/15/2016
1530,Ardeola speciosa,incubation period,,,,d,,,,citation311,grant,7/15/2016
1531,Ardeola speciosa,fledging period,,,,d,,,,citation311,grant,7/15/2016
1532,Ardeola speciosa,reproductive success,,,,%,,,,citation311,grant,7/15/2016
1533,Ardeola speciosa,hatching success,,,,%,,,,citation311,grant,7/15/2016
1534,Ardeola speciosa,fledging success,,,,%,,,,citation311,grant,7/15/2016
1535,Ardeola speciosa,max growth,,,,g/d,,,,citation311,grant,7/15/2016
1536,Ardeola speciosa,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
1537,Ardeola speciosa,post fledge care,,,,d,,,,citation311,grant,7/15/2016
1538,Ardeola speciosa,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
1539,Ardeola speciosa,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
1540,Ardeola speciosa,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
1541,Ardeola speciosa,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
1542,Ardeola speciosa,first year survival,,,,%,,,,citation311,grant,7/15/2016
1543,Ardeola speciosa,second year survival,,,,%,,,,citation311,grant,7/15/2016
1544,Ardeola speciosa,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
1545,Ardeola speciosa,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
1546,Ardeola speciosa,migration distance,,,,km,,,,citation311,grant,7/15/2016
1547,Ardeola speciosa,wingspan,,,,cm,,,,citation311,grant,7/15/2016
1548,Ardeola speciosa,max age,,,,yrs,,,,citation311,grant,7/15/2016
1549,Ardeola speciosa,annual survival,,,,%,,,,citation311,grant,7/15/2016
1550,Ardeola speciosa,foraging distance,,,,km,,,,citation311,grant,7/15/2016
1551,Botaurus lentiginosus,female mass,,,,Kg,,,,citation311,grant,7/15/2016
1552,Botaurus lentiginosus,male mass,,,,Kg,,,,citation311,grant,7/15/2016
1553,Botaurus lentiginosus,culmen,,,,mm,,,,citation311,grant,7/15/2016
1554,Botaurus lentiginosus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
1555,Botaurus lentiginosus,tail,,,,mm,,,,citation311,grant,7/15/2016
1556,Botaurus lentiginosus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1557,Botaurus lentiginosus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1558,Botaurus lentiginosus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
1559,Botaurus lentiginosus,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
1560,Botaurus lentiginosus,egg mass,,,,g,,,,citation311,grant,7/15/2016
1561,Botaurus lentiginosus,incubation period,,,,d,,,,citation311,grant,7/15/2016
1562,Botaurus lentiginosus,fledging period,,,,d,,,,citation311,grant,7/15/2016
1563,Botaurus lentiginosus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
1564,Botaurus lentiginosus,hatching success,,,,%,,,,citation311,grant,7/15/2016
1565,Botaurus lentiginosus,fledging success,,,,%,,,,citation311,grant,7/15/2016
1566,Botaurus lentiginosus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
1567,Botaurus lentiginosus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
1568,Botaurus lentiginosus,post fledge care,,,,d,,,,citation311,grant,7/15/2016
1569,Botaurus lentiginosus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
1570,Botaurus lentiginosus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
1571,Botaurus lentiginosus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
1572,Botaurus lentiginosus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
1573,Botaurus lentiginosus,first year survival,,,,%,,,,citation311,grant,7/15/2016
1574,Botaurus lentiginosus,second year survival,,,,%,,,,citation311,grant,7/15/2016
1575,Botaurus lentiginosus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
1576,Botaurus lentiginosus,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
1577,Botaurus lentiginosus,migration distance,,,,km,,,,citation311,grant,7/15/2016
1578,Botaurus lentiginosus,wingspan,,,,cm,,,,citation311,grant,7/15/2016
1579,Botaurus lentiginosus,max age,,,,yrs,,,,citation311,grant,7/15/2016
1580,Botaurus lentiginosus,annual survival,,,,%,,,,citation311,grant,7/15/2016
1581,Botaurus lentiginosus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
1582,Botaurus pinnatus,female mass,,,,Kg,,,,citation311,grant,7/15/2016
1583,Botaurus pinnatus,male mass,,,,Kg,,,,citation311,grant,7/15/2016
1584,Botaurus pinnatus,culmen,,,,mm,,,,citation311,grant,7/15/2016
1585,Botaurus pinnatus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
1586,Botaurus pinnatus,tail,,,,mm,,,,citation311,grant,7/15/2016
1587,Botaurus pinnatus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1588,Botaurus pinnatus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1589,Botaurus pinnatus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
1590,Botaurus pinnatus,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
1591,Botaurus pinnatus,egg mass,,,,g,,,,citation311,grant,7/15/2016
1592,Botaurus pinnatus,incubation period,,,,d,,,,citation311,grant,7/15/2016
1593,Botaurus pinnatus,fledging period,,,,d,,,,citation311,grant,7/15/2016
1594,Botaurus pinnatus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
1595,Botaurus pinnatus,hatching success,,,,%,,,,citation311,grant,7/15/2016
1596,Botaurus pinnatus,fledging success,,,,%,,,,citation311,grant,7/15/2016
1597,Botaurus pinnatus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
1598,Botaurus pinnatus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
1599,Botaurus pinnatus,post fledge care,,,,d,,,,citation311,grant,7/15/2016
1600,Botaurus pinnatus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
1601,Botaurus pinnatus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
1602,Botaurus pinnatus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
1603,Botaurus pinnatus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
1604,Botaurus pinnatus,first year survival,,,,%,,,,citation311,grant,7/15/2016
1605,Botaurus pinnatus,second year survival,,,,%,,,,citation311,grant,7/15/2016
1606,Botaurus pinnatus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
1607,Botaurus pinnatus,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
1608,Botaurus pinnatus,migration distance,,,,km,,,,citation311,grant,7/15/2016
1609,Botaurus pinnatus,wingspan,,,,cm,,,,citation311,grant,7/15/2016
1610,Botaurus pinnatus,max age,,,,yrs,,,,citation311,grant,7/15/2016
1611,Botaurus pinnatus,annual survival,,,,%,,,,citation311,grant,7/15/2016
1612,Botaurus pinnatus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
1613,Botaurus poiciloptilus,female mass,,,,Kg,,,,citation311,grant,7/15/2016
1614,Botaurus poiciloptilus,male mass,,,,Kg,,,,citation311,grant,7/15/2016
1615,Botaurus poiciloptilus,culmen,,,,mm,,,,citation311,grant,7/15/2016
1616,Botaurus poiciloptilus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
1617,Botaurus poiciloptilus,tail,,,,mm,,,,citation311,grant,7/15/2016
1618,Botaurus poiciloptilus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1619,Botaurus poiciloptilus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1620,Botaurus poiciloptilus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
1621,Botaurus poiciloptilus,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
1622,Botaurus poiciloptilus,egg mass,,,,g,,,,citation311,grant,7/15/2016
1623,Botaurus poiciloptilus,incubation period,,,,d,,,,citation311,grant,7/15/2016
1624,Botaurus poiciloptilus,fledging period,,,,d,,,,citation311,grant,7/15/2016
1625,Botaurus poiciloptilus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
1626,Botaurus poiciloptilus,hatching success,,,,%,,,,citation311,grant,7/15/2016
1627,Botaurus poiciloptilus,fledging success,,,,%,,,,citation311,grant,7/15/2016
1628,Botaurus poiciloptilus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
1629,Botaurus poiciloptilus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
1630,Botaurus poiciloptilus,post fledge care,,,,d,,,,citation311,grant,7/15/2016
1631,Botaurus poiciloptilus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
1632,Botaurus poiciloptilus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
1633,Botaurus poiciloptilus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
1634,Botaurus poiciloptilus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
1635,Botaurus poiciloptilus,first year survival,,,,%,,,,citation311,grant,7/15/2016
1636,Botaurus poiciloptilus,second year survival,,,,%,,,,citation311,grant,7/15/2016
1637,Botaurus poiciloptilus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
1638,Botaurus poiciloptilus,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
1639,Botaurus poiciloptilus,migration distance,,,,km,,,,citation311,grant,7/15/2016
1640,Botaurus poiciloptilus,wingspan,,,,cm,,,,citation311,grant,7/15/2016
1641,Botaurus poiciloptilus,max age,,,,yrs,,,,citation311,grant,7/15/2016
1642,Botaurus poiciloptilus,annual survival,,,,%,,,,citation311,grant,7/15/2016
1643,Botaurus poiciloptilus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
1644,Botaurus stellaris,female mass,,,,Kg,,,,citation311,grant,7/15/2016
1645,Botaurus stellaris,male mass,,,,Kg,,,,citation311,grant,7/15/2016
1646,Botaurus stellaris,culmen,,,,mm,,,,citation311,grant,7/15/2016
1647,Botaurus stellaris,tarsus,,,,mm,,,,citation311,grant,7/15/2016
1648,Botaurus stellaris,tail,,,,mm,,,,citation311,grant,7/15/2016
1649,Botaurus stellaris,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1650,Botaurus stellaris,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1651,Botaurus stellaris,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
1652,Botaurus stellaris,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
1653,Botaurus stellaris,egg mass,,,,g,,,,citation311,grant,7/15/2016
1654,Botaurus stellaris,incubation period,,,,d,,,,citation311,grant,7/15/2016
1655,Botaurus stellaris,fledging period,,,,d,,,,citation311,grant,7/15/2016
1656,Botaurus stellaris,reproductive success,,,,%,,,,citation311,grant,7/15/2016
1657,Botaurus stellaris,hatching success,,,,%,,,,citation311,grant,7/15/2016
1658,Botaurus stellaris,fledging success,,,,%,,,,citation311,grant,7/15/2016
1659,Botaurus stellaris,max growth,,,,g/d,,,,citation311,grant,7/15/2016
1660,Botaurus stellaris,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
1661,Botaurus stellaris,post fledge care,,,,d,,,,citation311,grant,7/15/2016
1662,Botaurus stellaris,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
1663,Botaurus stellaris,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
1664,Botaurus stellaris,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
1665,Botaurus stellaris,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
1666,Botaurus stellaris,first year survival,,,,%,,,,citation311,grant,7/15/2016
1667,Botaurus stellaris,second year survival,,,,%,,,,citation311,grant,7/15/2016
1668,Botaurus stellaris,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
1669,Botaurus stellaris,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
1670,Botaurus stellaris,migration distance,,,,km,,,,citation311,grant,7/15/2016
1671,Botaurus stellaris,wingspan,,,,cm,,,,citation311,grant,7/15/2016
1672,Botaurus stellaris,max age,,,,yrs,,,,citation311,grant,7/15/2016
1673,Botaurus stellaris,annual survival,,,,%,,,,citation311,grant,7/15/2016
1674,Botaurus stellaris,foraging distance,,,,km,,,,citation311,grant,7/15/2016
1675,Bubulcus ibis,female mass,,,,Kg,,,,citation311,grant,7/15/2016
1676,Bubulcus ibis,male mass,,,,Kg,,,,citation311,grant,7/15/2016
1677,Bubulcus ibis,culmen,,,,mm,,,,citation311,grant,7/15/2016
1678,Bubulcus ibis,tarsus,,,,mm,,,,citation311,grant,7/15/2016
1679,Bubulcus ibis,tail,,,,mm,,,,citation311,grant,7/15/2016
1680,Bubulcus ibis,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1681,Bubulcus ibis,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1682,Bubulcus ibis,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
1683,Bubulcus ibis,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
1684,Bubulcus ibis,egg mass,,,,g,,,,citation311,grant,7/15/2016
1685,Bubulcus ibis,incubation period,,,,d,,,,citation311,grant,7/15/2016
1686,Bubulcus ibis,fledging period,,,,d,,,,citation311,grant,7/15/2016
1687,Bubulcus ibis,reproductive success,,,,%,,,,citation311,grant,7/15/2016
1688,Bubulcus ibis,hatching success,,,,%,,,,citation311,grant,7/15/2016
1689,Bubulcus ibis,fledging success,,,,%,,,,citation311,grant,7/15/2016
1690,Bubulcus ibis,max growth,,,,g/d,,,,citation311,grant,7/15/2016
1691,Bubulcus ibis,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
1692,Bubulcus ibis,post fledge care,,,,d,,,,citation311,grant,7/15/2016
1693,Bubulcus ibis,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
1694,Bubulcus ibis,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
1695,Bubulcus ibis,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
1696,Bubulcus ibis,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
1697,Bubulcus ibis,first year survival,,,,%,,,,citation311,grant,7/15/2016
1698,Bubulcus ibis,second year survival,,,,%,,,,citation311,grant,7/15/2016
1699,Bubulcus ibis,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
1700,Bubulcus ibis,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
1701,Bubulcus ibis,migration distance,,,,km,,,,citation311,grant,7/15/2016
1702,Bubulcus ibis,wingspan,,,,cm,,,,citation311,grant,7/15/2016
1703,Bubulcus ibis,max age,,,,yrs,,,,citation311,grant,7/15/2016
1704,Bubulcus ibis,annual survival,,,,%,,,,citation311,grant,7/15/2016
1705,Bubulcus ibis,foraging distance,,,,km,,,,citation311,grant,7/15/2016
1706,Butorides striata,female mass,,,,Kg,,,,citation311,grant,7/15/2016
1707,Butorides striata,male mass,,,,Kg,,,,citation311,grant,7/15/2016
1708,Butorides striata,culmen,,,,mm,,,,citation311,grant,7/15/2016
1709,Butorides striata,tarsus,,,,mm,,,,citation311,grant,7/15/2016
1710,Butorides striata,tail,,,,mm,,,,citation311,grant,7/15/2016
1711,Butorides striata,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1712,Butorides striata,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1713,Butorides striata,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
1714,Butorides striata,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
1715,Butorides striata,egg mass,,,,g,,,,citation311,grant,7/15/2016
1716,Butorides striata,incubation period,,,,d,,,,citation311,grant,7/15/2016
1717,Butorides striata,fledging period,,,,d,,,,citation311,grant,7/15/2016
1718,Butorides striata,reproductive success,,,,%,,,,citation311,grant,7/15/2016
1719,Butorides striata,hatching success,,,,%,,,,citation311,grant,7/15/2016
1720,Butorides striata,fledging success,,,,%,,,,citation311,grant,7/15/2016
1721,Butorides striata,max growth,,,,g/d,,,,citation311,grant,7/15/2016
1722,Butorides striata,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
1723,Butorides striata,post fledge care,,,,d,,,,citation311,grant,7/15/2016
1724,Butorides striata,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
1725,Butorides striata,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
1726,Butorides striata,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
1727,Butorides striata,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
1728,Butorides striata,first year survival,,,,%,,,,citation311,grant,7/15/2016
1729,Butorides striata,second year survival,,,,%,,,,citation311,grant,7/15/2016
1730,Butorides striata,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
1731,Butorides striata,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
1732,Butorides striata,migration distance,,,,km,,,,citation311,grant,7/15/2016
1733,Butorides striata,wingspan,,,,cm,,,,citation311,grant,7/15/2016
1734,Butorides striata,max age,,,,yrs,,,,citation311,grant,7/15/2016
1735,Butorides striata,annual survival,,,,%,,,,citation311,grant,7/15/2016
1736,Butorides striata,foraging distance,,,,km,,,,citation311,grant,7/15/2016
1737,Calherodius leuconotus,female mass,,,,Kg,,,,citation311,grant,7/15/2016
1738,Calherodius leuconotus,male mass,,,,Kg,,,,citation311,grant,7/15/2016
1739,Calherodius leuconotus,culmen,,,,mm,,,,citation311,grant,7/15/2016
1740,Calherodius leuconotus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
1741,Calherodius leuconotus,tail,,,,mm,,,,citation311,grant,7/15/2016
1742,Calherodius leuconotus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1743,Calherodius leuconotus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
1744,Calherodius leuconotus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
1745,Calherodius leuconotus,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
1746,Calherodius leuconotus,egg mass,,,,g,,,,citation311,grant,7/15/2016
1747,Calherodius leuconotus,incubation period,,,,d,,,,citation311,grant,7/15/2016
1748,Calherodius leuconotus,fledging period,,,,d,,,,citation311,grant,7/15/2016
1749,Calherodius leuconotus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
1750,Calherodius leuconotus,hatching success,,,,%,,,,citation311,grant,7/15/2016
1751,Calherodius leuconotus,fledging success,,,,%,,,,citation311,grant,7/15/2016
1752,Calherodius leuconotus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
1753,Calherodius leuconotus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
1754,Calherodius leuconotus,post fledge care,,,,d,,,,citation311,grant,7/15/2016
1755,Calherodius leuconotus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
1756,Calherodius leuconotus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
