feature_id,species_id,female_mass_mean,female_mass_upper,female_mass_lower,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,clutch_size_mean,clutch_size_lower,clutch_size_upper,clutch_size_uncertainty,clutch_interval,incubation_mean,incubation_period_lower,incubation_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,mate_fidelity,site_fidelity,coloniality,citation,username,dt
476,Puffinushuttoni,0.37,,,,0.37,,,,1,,,,,,50,60,,80,,,,,,,,,,,,(4-6),4,6,,"NS,OS",,72,78,,,,,,,,,,,,,,grant,27/06/2016
477,Bulweriafallax,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,76,83,,,,,,,,,,,,,,grant,27/06/2016
478,Puffinusopisthomelas,0.41,,,,0.41,,,,1,,,,,50,,,,69,,,,,,,,,,,,,,,,NS,,76,89,,,,,,,,,,,,,,grant,27/06/2016
479,Puffinusyelkouan,,0.34,0.42,,,0.34,0.42,,1,,,,,52,,,,72,,,,,,,,,,,,,,,,NS,,76,93,,,,,,,,,,,,,,grant,27/06/2016
480,Pterodromainexpectata,,0.24,0.44,,,0.24,0.44,,1,,,,,,49,53,,,90,105,,,,,,,,,,,,,,OS,,78,84,,,,,,,,,,,,,,grant,27/06/2016
481,Aphrodromabrevirostris,,0.29,0.36,,,0.29,0.36,,1,,,,,46.51,,,,,59,62,,,,,,0,,,,,,,,OS,,80,88,,,,,,,,,,,,,,grant,27/06/2016
482,Pterodromamollis,,0.28,0.31,,,0.28,0.31,,1,,,,,50,,,,,90,115,,,,,,0,,,,,,,,OS,,83,95,,,,,,,,,,,,,,grant,27/06/2016
483,Pterodromafeae,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,83,95,,,,,,,,,,,,,,grant,27/06/2016
484,Pterodromaheraldica,0.32,,,,0.32,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,NS,,88,102,,,,,,,,,,,,,,grant,27/06/2016
485,Pterodromaarminjoniana,,0.29,0.46,,,0.29,0.46,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS,,88,102,,,,,,,,,,,,,,grant,27/06/2016
486,Pterodromasolandri,,0.41,0.43,,,0.44,0.6,,1,,,,,56,,,,,,,,,,,,,,,,,,,,OS,,95,105,,,,,,,,,,,,,,grant,27/06/2016
487,Pterodromaexterna,,0.41,0.54,,,0.41,0.54,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS,,95,97,,,,,,,,,,,,,,grant,27/06/2016
488,Pterodromamacroptera,,0.46,0.75,,,0.46,0.75,,1,,,,,,55,57,,125,,,,,,,,0,,,,(6-7),6,7,,OS,,97,102,,,,,,,,,,,,,,grant,27/06/2016
489,Ardennabulleri,0.41,,,,0.41,,,,1,,,,,51,,,,100,,,,,,,,,,,,,,,,OS,,97,99,,,,,,,,,,,,,,grant,27/06/2016
490,Ardennacarneipes,,0.58,0.75,,,0.58,0.75,,1,,,,,60,,,,92,,,,,,,,,,,,,,,,"NS,OS",,99,107,,,,,,,,,,,,,,grant,27/06/2016
491,Pterodromacaribbaea,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,c,,,,,,,,,,,,,grant,27/06/2016
492,Puffinusauricularis,0.34,0.32,0.36,,0.34,0.32,0.36,,1,,,,,62,47,66,,92.4,88,100,,,,,,0,,,,(4-7),4,7,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
493,Puffinusmauretanicus,,,,,,,,,1,,,,,50,,,c,72,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
494,Pseudobulweriaaterrima,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS?,,,,,,,,,,,,,,,,,grant,27/06/2016
495,Pseudobulweriamacgillivrayi,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
496,Pterodromaatrata,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
497,Pterodromamadeira,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
498,Pelecanoidesmagellani,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
499,Procellariaconspicillata,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
500,Pelecanoidesgarnotii,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
501,Pseudobulweriabecki,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
502,Puffinusheinrothi,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
503,Pterodromabrevipes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
504,Bulweriabifax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
505,Calonectrisdiomedea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
506,Calonectrisedwardsii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
507,Pterodromadeserta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
508,Pterodromagouldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
509,Pterodromarupinarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
510,Puffinusbailloni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
511,Puffinusbannermani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
512,Puffinusbryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
513,Puffinuselegans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
514,Puffinuspersicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
515,Puffinussubalaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
516,Cladorhynchusleucocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
517,Himantopushimantopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
518,Himantopusnovaezelandiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
519,Recurvirostraamericana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
520,Recurvirostraandina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
521,Recurvirostraavosetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
522,Recurvirostranovaehollandiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
523,Nycticryphessemicollaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
524,Rostratulaaustralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
525,Rostratulabenghalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
526,Actitishypoleucos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
527,Actitismacularius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
528,Arenariainterpres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
529,Arenariamelanocephala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
530,Bartramialongicauda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
531,Calidrisacuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
532,Calidrisalba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
533,Calidrisalpina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
534,Calidrisbairdii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
535,Calidriscanutus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
536,Calidrisfalcinellus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
537,Calidrisferruginea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
538,Calidrisfuscicollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
539,Calidrishimantopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
540,Calidrismaritima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
541,Calidrismauri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
542,Calidrismelanotos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
543,Calidrisminuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
544,Calidrisminutilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
545,Calidrisptilocnemis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
546,Calidrispugnax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
547,Calidrispusilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
548,Calidrispygmaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
549,Calidrisruficollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
550,Calidrissubminuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
551,Calidrissubruficollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
552,Calidristemminckii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
553,Calidristenuirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
554,Calidrisvirgata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
555,Coenocoryphaaucklandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
556,Coenocoryphabarrierensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
557,Coenocoryphahuegeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
558,Coenocoryphairedalei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
559,Coenocoryphapusilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
560,Gallinagoandina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
561,Gallinagodelicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
562,Gallinagogallinago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
563,Gallinagohardwickii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
564,Gallinagoimperialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
565,Gallinagojamesoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
566,Gallinagomacrodactyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
567,Gallinagomedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
568,Gallinagomegala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
569,Gallinagonemoricola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
570,Gallinagonigripennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
571,Gallinagonobilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
572,Gallinagoparaguaiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
573,Gallinagosolitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
574,Gallinagostenura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
575,Gallinagostricklandii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
576,Gallinagoundulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
577,Limnodromusgriseus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
578,Limnodromusscolopaceus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
579,Limnodromussemipalmatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
580,Limosafedoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
581,Limosahaemastica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
582,Limosalapponica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
583,Limosalimosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
584,Lymnocryptesminimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
585,Numeniusamericanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
586,Numeniusarquata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
587,Numeniusborealis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
588,Numeniusmadagascariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
589,Numeniusminutus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
590,Numeniusphaeopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
591,Numeniustahitiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
592,Numeniustenuirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
593,Phalaropusfulicarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
594,Phalaropuslobatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
595,Prosoboniacancellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
596,Prosoboniaellisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
597,Prosobonialeucoptera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
598,Prosoboniaparvirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
599,Scolopaxbukidnonensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
600,Scolopaxcelebensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
601,Scolopaxminor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
602,Scolopaxmira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
603,Scolopaxrochussenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
604,Scolopaxrosenbergii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
605,Scolopaxrusticola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
606,Scolopaxsaturata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
607,Steganopustricolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
608,Tringabrevipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
609,Tringaerythropus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
610,Tringaflavipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
611,Tringaglareola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
612,Tringaguttifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
613,Tringaincana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
614,Tringamelanoleuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
615,Tringanebularia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
616,Tringaochropus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
617,Tringasemipalmata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
618,Tringasolitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
619,Tringastagnatilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
620,Tringatotanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
621,Xenuscinereus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
622,Scopusumbretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
623,Spheniscusdemersus,3.1,,,,3.3,,,,2,,,,,38,,,,,70,80,,35,,,,0,,,,3,,,,NS,,,,,,,,,61.7,,,,,,,,grant,27/06/2016
624,Eudyptulaminor,,0.79,2.1,,,0.75,2.1,,,1,2,,,,33,50,,,54,63,,23,,,,0,,,,(2-3),2,3,,NS,,,,,,,,,74.5,,,,,,,,grant,27/06/2016
625,Pygoscelispapua,5.15,,,,5.58,,,,2,,,,,,35,36,,,74,100,,85,,,,,5,50,,2,,,,NS,,,,,,,,,80,,,,,,,,grant,27/06/2016
626,Spheniscusmagellanicus,,2.7,4.1,,,2.9,4.8,,2,,,,,40,,,,,60,100,,,,,,0,,,,2,,,,NS,,,,,,,,,85,,,,,,,,grant,27/06/2016
627,Spheniscusmendiculus,1.87,,,,2.18,,,,2,,,,,38,,,,,60,80,,,,,,0,,,,(4-5),4,5,,NS,,,,,,,,,85,,,,,,,,grant,27/06/2016
628,Eudyptesschlegeli,,5,6,,,5,6,,2,,,,,,32,37,,65,,,,,,,,,,,,5,,,,OS,,,,,,,,,86,,,,,,,,grant,27/06/2016
629,Megadyptesantipodes,5.2,,,,5.2,,,,,1,2,,,,39,51,,106,,,,67,,,,0,,,,2,2,3,,NS,,,,,,,,,87,,,,,,,,grant,27/06/2016
630,Pygoscelisadeliae,4.7,,,,5,,,,1.9,1,2,,,,31,38,,,41,60,,116,,,,0,,,,(3-6),3,6,,NS+,,,,,,,,,89,,,,,,,,grant,27/06/2016
631,Eudypteschrysolophus,5,,,,6,,,,2,,,,,,35,37,,62,,,,69,,,,,,,,6,5,8,,"NS+,OS",,,,,,,,,,77,86,,,,,,grant,27/06/2016
632,Aptenodytespatagonicus,14.3,,,,16,,,,1,,,,,,52,54,,,313,350,,130,,,,38,,,,5,4,5,,OS,,,,,,,,,,82,93,,,,,,grant,27/06/2016
633,Aptenodytesforsteri,30,,,,38,,,,1,,,,,,62,67,,,147,190,,113,,,,,,,,5,3,9,,OS,,,,,,,,,,92,95,,,,,,grant,27/06/2016
634,Eudyptesrobustus,2.8,,,,3.4,,,,2,,,,,,31,37,,75,,,,,,,,,,,,5,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
635,Eudyptespachyrhynchus,3.4,,,,3.7,,,,2,,,,,,31,36,,75,,,,52,,,,0,,,,(3-4),3,4,,NS+,,,,,,,,,,,,,,,,,grant,27/06/2016
636,Pygoscelisantarcticus,3.8,,,,3.8,,,,2,,,,,,33,37,,,49,59,,86,,,,0,,,,(3-5),3,5,,NS+,,,,,,,,,,,,,,,,,grant,27/06/2016
637,Eudypteschrysocome,,2.3,2.7,,,2.8,3.4,,2,,,,,,33,39,,,60,70,,49,,,,0,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
638,Eudyptessclateri,,2.8,5.4,,,3.4,6.3,,2,,,,,35,,,,75,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
639,Spheniscushumboldti,4.5,,,,4.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
640,Eudyptesmoseleyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
641,Stercorariusparasiticus,0.4,0.3,0.6,,0.5,0.3,0.6,,2,1,2,,,26,24,29,,31,26,38,,,,,,,14,28,,4,3,7,,NS,104,,,,18,,,,89,,,,,,,,grant,27/06/2016
642,Catharactaskua,1.48,,,,1.356,,,,2,,,,,29,26,32,,46,40,51,,40,,,,,,,,6.8,,,,NS,150,,,,,,,,93,,,,,,,,grant,27/06/2016
643,Catharactamaccormicki,,0.9,1.6,,,0.9,1.6,,2,,,,,,28,31,,,36,53,,,,,,6,,,+,6,,,+,NS+,,130,140,,,,,,,90,95,,,,,,grant,27/06/2016
644,Catharactaantarctica,,1.2,2.1,,,1.2,2.1,,2,,,,,,28,32,,,45,50,,,,,,,,,,6,,,+,NS,,126,160,,,,,,,90,96,,,,,,grant,27/06/2016
645,Stercorariuslongicaudus,,0.28,0.44,,,0.21,0.35,,2,,,,,24.2,,,,25,24,28,,,,,,24,,,,3,,,,NS,96,,,,8,,,,,,,,,,,,grant,27/06/2016
646,Catharactachilensis,,1.1,1.7,,,1.1,1.7,,2,,,,,,28,32,,,,,,,,,,,,,,,,,,NS,,130,138,,,,,,,,,,,,,,grant,27/06/2016
647,Stercorariuspomarinus,,0.68,1,,,0.52,0.85,,2,1,3,,,25,23,27,,,,,,,,,,14,,,+,,,,,NS+,,,,,,,,,,,,,,,,,grant,27/06/2016
648,Sulagranti,1.88,,,,1.63,,,,1.6,,,,,43,,,,120,,,,,,,,,30,62,,,,,,"NS,OS",,,,,,,,,83.2,,,,,,,,grant,27/06/2016
649,Sulasula,,0.8,1.5,,,0.8,1.5,,1,,,,,44.5,43,49,,101.5,91,139,,20,,,,190,,,,(2-4),2,4,,OS,151,,,,30,,,+,90,,,,,,,,grant,27/06/2016
