fid,ord,fam,genus,species,genus_species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,breeding_dist,nest_locations,hatchling_type
521,CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,avosetta,Recurvirostra avosetta,Recurvirostraavosetta,,Pied Avocet, Avocet,,,,,LC,,2012,unknown,,,
522,CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,novaehollandiae,Recurvirostra novaehollandiae,Recurvirostranovaehollandiae,,Red-necked Avocet, Australian Red-necked Avocet,,,,,LC,,2012,stable,,,
523,CHARADRIIFORMES,ROSTRATULIDAE,Nycticryphes,semicollaris,Nycticryphes semicollaris,Nycticryphessemicollaris,Nycticryphes semicollaris|Nycticryphes semicollaris|Rostratula semicollaris,South American Painted-snipe, American Painted-snipe,,,,,LC,,2012,decreasing,,,
524,CHARADRIIFORMES,ROSTRATULIDAE,Rostratula,australis,Rostratula australis,Rostratulaaustralis,,Australian Painted-snipe, Australian Painted-snipe,,,,,EN,C2a(ii),2012,decreasing,,,
525,CHARADRIIFORMES,ROSTRATULIDAE,Rostratula,benghalensis,Rostratula benghalensis,Rostratulabenghalensis,,Greater Painted-snipe, Greater Painted-Snipe, Greater Painted Snipe, Painted Snipe,,,LC,,2012,decreasing,,,
526,CHARADRIIFORMES,SCOLOPACIDAE,Actitis,hypoleucos,Actitis hypoleucos,Actitishypoleucos,Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos,Common Sandpiper,,,,,,LC,,2012,decreasing,,,
527,CHARADRIIFORMES,SCOLOPACIDAE,Actitis,macularius,Actitis macularius,Actitismacularius,Actitis macularia macularia|Actitis macularia macularia|Tringa macularia macularia,Spotted Sandpiper,,,,,,LC,,2012,decreasing,,,
528,CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,interpres,Arenaria interpres,Arenariainterpres,,Ruddy Turnstone, Turnstone,,,,,LC,,2012,decreasing,,,
529,CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,melanocephala,Arenaria melanocephala,Arenariamelanocephala,,Black Turnstone,,,,,,LC,,2012,stable,,,
530,CHARADRIIFORMES,SCOLOPACIDAE,Bartramia,longicauda,Bartramia longicauda,Bartramialongicauda,,Upland Sandpiper,,,,,,LC,,2012,increasing,,,
531,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,acuminata,Calidris acuminata,Calidrisacuminata,,Sharp-tailed Sandpiper,,,,,,LC,,2012,stable,,,
532,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alba,Calidris alba,Calidrisalba,,Sanderling,,,,,,LC,,2012,unknown,,,
533,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alpina,Calidris alpina,Calidrisalpina,,Dunlin,,,,,,LC,,2012,decreasing,,,
534,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,bairdii,Calidris bairdii,Calidrisbairdii,,Baird's Sandpiper,,,,,,LC,,2012,stable,,,
535,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,canutus,Calidris canutus,Calidriscanutus,,Red Knot, Knot, Lesser Knot,,,,LC,,2012,decreasing,,,
536,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,falcinellus,Calidris falcinellus,Calidrisfalcinellus,Limicola falcinellus,Broad-billed Sandpiper,,,,,,LC,,2012,decreasing,,,
537,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ferruginea,Calidris ferruginea,Calidrisferruginea,,Curlew Sandpiper,,,,,,LC,,2012,increasing,,,
538,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,fuscicollis,Calidris fuscicollis,Calidrisfuscicollis,Calidris fusicollis ,White-rumped Sandpiper,,,,,,LC,,2012,decreasing,,,
539,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,himantopus,Calidris himantopus,Calidrishimantopus,Micropalama himantopus |Micropalama himantopus |Micropalama himantopus |Micropalama himantopus |Micropalama himantopus himantopus,Stilt Sandpiper,,,,,,LC,,2012,increasing,,,
540,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,maritima,Calidris maritima,Calidrismaritima,,Purple Sandpiper,,,,,,LC,,2012,decreasing,,,
541,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,mauri,Calidris mauri,Calidrismauri,,Western Sandpiper,,,,,,LC,,2012,decreasing,,,
542,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,melanotos,Calidris melanotos,Calidrismelanotos,,Pectoral Sandpiper,,,,,,LC,,2012,stable,,,
543,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,minuta,Calidris minuta,Calidrisminuta,,Little Stint,,,,,,LC,,2012,decreasing,,,
544,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,minutilla,Calidris minutilla,Calidrisminutilla,,Least Sandpiper,,,,,,LC,,2012,decreasing,,,
545,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ptilocnemis,Calidris ptilocnemis,Calidrisptilocnemis,,Rock Sandpiper,,,,,,LC,,2012,decreasing,,,
546,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pugnax,Calidris pugnax,Calidrispugnax,Philomachus pugnax,Ruff,,,,,,LC,,2012,decreasing,,,
547,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pusilla,Calidris pusilla,Calidrispusilla,,Semipalmated Sandpiper,,,,,,NT,,2012,decreasing,,,
548,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pygmaea,Calidris pygmaea,Calidrispygmaea,Eurynorhynchus pygmeus,Spoon-billed Sandpiper, Spoonbill Sandpiper,,,,,CR,A2abcd+3bcd+4abcd; C2a(i),2013,decreasing,,,
549,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ruficollis,Calidris ruficollis,Calidrisruficollis,,Red-necked Stint, Rufous-necked Stint,,,,,LC,,2012,unknown,,,
550,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,subminuta,Calidris subminuta,Calidrissubminuta,,Long-toed Stint,,,,,,LC,,2012,unknown,,,
551,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,subruficollis,Calidris subruficollis,Calidrissubruficollis,Tryngites subruficollis,Buff-breasted Sandpiper,,,,,,NT,,2012,decreasing,,,
552,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,temminckii,Calidris temminckii,Calidristemminckii,,Temminck's Stint,,,,,,LC,,2012,unknown,,,
553,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,tenuirostris,Calidris tenuirostris,Calidristenuirostris,,Great Knot,,,,,,VU,A4bcd,2012,decreasing,,,
554,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,virgata,Calidris virgata,Calidrisvirgata,Aphriza virgata,Surfbird,,,,,,LC,,2012,decreasing,,,
555,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,aucklandica,Coenocorypha aucklandica,Coenocoryphaaucklandica,,Auckland Snipe, New Zealand Snipe, Subantarctic Snipe,,,,NT,,2014,increasing,,,
556,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,barrierensis,Coenocorypha barrierensis,Coenocoryphabarrierensis,,North Island Snipe,,,,,,EX,,2014,,,,
557,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,huegeli,Coenocorypha huegeli,Coenocoryphahuegeli,,Snares Snipe,,,,,,NT,,2014,increasing,,,
558,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,iredalei,Coenocorypha iredalei,Coenocoryphairedalei,,South Island Snipe,,,,,,EX,,2014,,,,
559,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,pusilla,Coenocorypha pusilla,Coenocoryphapusilla,,Chatham Snipe, Chatham Islands Snipe, Chatham Island Snipe,,,,VU,D2,2013,stable,,,
560,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,andina,Gallinago andina,Gallinagoandina,,Puna Snipe,,,,,,LC,,2012,stable,,,
561,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,delicata,Gallinago delicata,Gallinagodelicata,,Wilson's Snipe,,,,,,LC,,2014,decreasing,,,
562,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,gallinago,Gallinago gallinago,Gallinagogallinago,,Common Snipe,,,,,,LC,,2014,decreasing,,,
563,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,hardwickii,Gallinago hardwickii,Gallinagohardwickii,,Latham's Snipe, Japanese Snipe,,,,,LC,,2012,decreasing,,,
564,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,imperialis,Gallinago imperialis,Gallinagoimperialis,,Imperial Snipe,,,,,,NT,,2012,decreasing,,,
565,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,jamesoni,Gallinago jamesoni,Gallinagojamesoni,,Andean Snipe,,,,,,LC,,2012,unknown,,,
566,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,macrodactyla,Gallinago macrodactyla,Gallinagomacrodactyla,,Madagascar Snipe,,,,,,VU,C2a(ii),2012,decreasing,,,
567,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,media,Gallinago media,Gallinagomedia,,Great Snipe,,,,,,NT,,2012,decreasing,,,
568,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,megala,Gallinago megala,Gallinagomegala,,Swinhoe's Snipe,,,,,,LC,,2012,unknown,,,
569,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nemoricola,Gallinago nemoricola,Gallinagonemoricola,,Wood Snipe,,,,,,VU,C2a(ii),2012,decreasing,,,
570,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nigripennis,Gallinago nigripennis,Gallinagonigripennis,,African Snipe, Ethiopian Snipe,,,,,LC,,2012,unknown,,,
571,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nobilis,Gallinago nobilis,Gallinagonobilis,,Noble Snipe,,,,,,NT,,2012,decreasing,,,
572,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,paraguaiae,Gallinago paraguaiae,Gallinagoparaguaiae,,South American Snipe,,,,,,LC,,2012,stable,,,
573,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,solitaria,Gallinago solitaria,Gallinagosolitaria,,Solitary Snipe,,,,,,LC,,2012,stable,,,
574,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,stenura,Gallinago stenura,Gallinagostenura,,Pintail Snipe, Pin-tailed Snipe,,,,,LC,,2012,unknown,,,
575,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,stricklandii,Gallinago stricklandii,Gallinagostricklandii,,Fuegian Snipe,,,,,,NT,,2012,decreasing,,,
576,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,undulata,Gallinago undulata,Gallinagoundulata,,Giant Snipe,,,,,,LC,,2012,decreasing,,,
577,CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,griseus,Limnodromus griseus,Limnodromusgriseus,,Short-billed Dowitcher,,,,,,LC,,2012,decreasing,,,
578,CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,scolopaceus,Limnodromus scolopaceus,Limnodromusscolopaceus,,Long-billed Dowitcher,,,,,,LC,,2012,unknown,,,
579,CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,semipalmatus,Limnodromus semipalmatus,Limnodromussemipalmatus,,Asian Dowitcher, Asiatic Dowitcher,,,,,NT,,2012,decreasing,,,
580,CHARADRIIFORMES,SCOLOPACIDAE,Limosa,fedoa,Limosa fedoa,Limosafedoa,,Marbled Godwit,,,,,,LC,,2012,decreasing,,,
581,CHARADRIIFORMES,SCOLOPACIDAE,Limosa,haemastica,Limosa haemastica,Limosahaemastica,,Hudsonian Godwit,,,,,,LC,,2012,decreasing,,,
582,CHARADRIIFORMES,SCOLOPACIDAE,Limosa,lapponica,Limosa lapponica,Limosalapponica,,Bar-tailed Godwit,,,,,,LC,,2012,decreasing,,,
583,CHARADRIIFORMES,SCOLOPACIDAE,Limosa,limosa,Limosa limosa,Limosalimosa,,Black-tailed Godwit,,,,,,NT,,2012,decreasing,,,
584,CHARADRIIFORMES,SCOLOPACIDAE,Lymnocryptes,minimus,Lymnocryptes minimus,Lymnocryptesminimus,,Jack Snipe,,,,,,LC,,2012,stable,,,
585,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,americanus,Numenius americanus,Numeniusamericanus,,Long-billed Curlew,,,,,,LC,,2012,decreasing,,,
586,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,arquata,Numenius arquata,Numeniusarquata,,Eurasian Curlew, Curlew,,,,,NT,,2012,decreasing,,,
587,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,borealis,Numenius borealis,Numeniusborealis,,Eskimo Curlew,,,,,,CR,D,2013,unknown,,,
588,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,madagascariensis,Numenius madagascariensis,Numeniusmadagascariensis,,Far Eastern Curlew, Eastern Curlew,,,,,VU,A4bcd,2012,decreasing,,,
589,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,minutus,Numenius minutus,Numeniusminutus,,Little Curlew, Little Whimbrel,,,,,LC,,2012,stable,,,
590,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,phaeopus,Numenius phaeopus,Numeniusphaeopus,,Whimbrel,,,,,,LC,,2012,decreasing,,,
591,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,tahitiensis,Numenius tahitiensis,Numeniustahitiensis,,Bristle-thighed Curlew,,,,,,VU,C2a(ii),2012,decreasing,,,
592,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,tenuirostris,Numenius tenuirostris,Numeniustenuirostris,,Slender-billed Curlew,,,,,,CR,"C2a(i,ii);D",2012,decreasing,,,
593,CHARADRIIFORMES,SCOLOPACIDAE,Phalaropus,fulicarius,Phalaropus fulicarius,Phalaropusfulicarius,Phalaropus fulicaria fulicaria|Phalaropus fulicaria fulicaria|Phalaropus fulicaria fulicaria,Red Phalarope, Grey Phalarope, Grey (Red) Phalarope,,,,LC,,2012,decreasing,,,
594,CHARADRIIFORMES,SCOLOPACIDAE,Phalaropus,lobatus,Phalaropus lobatus,Phalaropuslobatus,,Red-necked Phalarope,,,,,,LC,,2012,decreasing,,,
595,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,cancellata,Prosobonia cancellata,Prosoboniacancellata,,Christmas Sandpiper,,,,,,EX,,2014,,,,
596,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,ellisi,Prosobonia ellisi,Prosoboniaellisi,,Moorea Sandpiper,,,,,,EX,,2012,,,,
597,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,leucoptera,Prosobonia leucoptera,Prosobonialeucoptera,,Tahiti Sandpiper, Tahiti Sandpiper,,,,,EX,,2012,,,,
598,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,parvirostris,Prosobonia parvirostris,Prosoboniaparvirostris,,Tuamotu Sandpiper,,,,,,EN,"B1ab(ii,iii,iv,v)",2014,decreasing,,,
599,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,bukidnonensis,Scolopax bukidnonensis,Scolopaxbukidnonensis,,Bukidnon Woodcock, Bukidnon Woodcock,,,,,LC,,2012,unknown,,,
600,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,celebensis,Scolopax celebensis,Scolopaxcelebensis,,Sulawesi Woodcock,,,,,,NT,,2012,decreasing,,,
601,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,minor,Scolopax minor,Scolopaxminor,,American Woodcock,,,,,,LC,,2012,decreasing,,,
602,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,mira,Scolopax mira,Scolopaxmira,,Amami Woodcock, Amami Woodcock,,,,,VU,A3ce+4ce,2012,stable,,,
603,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rochussenii,Scolopax rochussenii,Scolopaxrochussenii,,Moluccan Woodcock, Obi Woodcock,,,,,EN,"B1ab(ii,iii,v)",2012,decreasing,,,
604,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rosenbergii,Scolopax rosenbergii,Scolopaxrosenbergii,,New Guinea Woodcock, New Guniea Woodcock,,,,,LC,,2012,stable,,,
605,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rusticola,Scolopax rusticola,Scolopaxrusticola,,Eurasian Woodcock, Woodcock,,,,,LC,,2014,stable,,,
606,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,saturata,Scolopax saturata,Scolopaxsaturata,,Javan Woodcock,,,,,,NT,,2013,decreasing,,,
607,CHARADRIIFORMES,SCOLOPACIDAE,Steganopus,tricolor,Steganopus tricolor,Steganopustricolor,Phalaropus tricolor |Phalaropus tricolor |Phalaropus tricolor tricolor|Phalaropus tricolor tricolor|Phalaropus tricolor tricolor|Phalaropus tricolor tricolor,Wilson's Phalarope,,,,,,LC,,2012,increasing,,,
608,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,brevipes,Tringa brevipes,Tringabrevipes,Heteroscelus brevipes|Tringa brevipes|Tringa brevipes|Tringa brevipes|Tringa brevipes,Grey-tailed Tattler, Siberian (Grey-tailed) Tattler, Gray-tailed Tattler,,,,NT,,2014,decreasing,,,
609,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,erythropus,Tringa erythropus,Tringaerythropus,,Spotted Redshank,,,,,,LC,,2012,stable,,,
610,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,flavipes,Tringa flavipes,Tringaflavipes,,Lesser Yellowlegs,,,,,,LC,,2014,decreasing,,,
611,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,glareola,Tringa glareola,Tringaglareola,,Wood Sandpiper,,,,,,LC,,2012,stable,,,
612,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,guttifer,Tringa guttifer,Tringaguttifer,,Spotted Greenshank, Nordmann's Greenshank, Nordmann's Greenshank,,,,EN,C2a(i),2012,decreasing,,,
613,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,incana,Tringa incana,Tringaincana,Heteroscelus incanus|Tringa incana|Tringa incana|Tringa incana|Tringa incana,Wandering Tattler, Wandering (Alaskan) Tattler,,,,,LC,,2012,stable,,,
614,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,melanoleuca,Tringa melanoleuca,Tringamelanoleuca,,Greater Yellowlegs,,,,,,LC,,2012,stable,,,
615,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,nebularia,Tringa nebularia,Tringanebularia,,Common Greenshank, Greenshank,,,,,LC,,2012,stable,,,
616,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,ochropus,Tringa ochropus,Tringaochropus,,Green Sandpiper,,,,,,LC,,2012,stable,,,
617,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,semipalmata,Tringa semipalmata,Tringasemipalmata,Catoptrophorus semipalmatus|Tringa semipalmata,Willet,,,,,,LC,,2012,stable,,,
618,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,solitaria,Tringa solitaria,Tringasolitaria,,Solitary Sandpiper,,,,,,LC,,2012,stable,,,
619,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,stagnatilis,Tringa stagnatilis,Tringastagnatilis,,Marsh Sandpiper,,,,,,LC,,2012,decreasing,,,
620,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,totanus,Tringa totanus,Tringatotanus,,Common Redshank, Redshank,,,,,LC,,2013,unknown,,,
621,CHARADRIIFORMES,SCOLOPACIDAE,Xenus,cinereus,Xenus cinereus,Xenuscinereus,Tringa cinerea cinerea|Tringa cinerea cinerea|Tringa terek terek,Terek Sandpiper,,,,,,LC,,2012,stable,,,
622,PELECANIFORMES,SCOPIDAE,Scopus,umbretta,Scopus umbretta,Scopusumbretta,,Hamerkop,,,,,,LC,,2012,stable,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
623,SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,demersus,Spheniscus demersus,Spheniscusdemersus,,African Penguin, Jackass Penguin, Black-footed Penguin,,,,EN,A2ace+3ce+4ace,2013,decreasing,"Tm,SP",Bu,SA
624,SPHENISCIFORMES,SPHENISCIDAE,Eudyptula,minor,Eudyptula minor,Eudyptulaminor,,Little Penguin, Fairy Penguin, Blue Penguin,,,,LC,,2012,decreasing,Tm,Bu,SA
625,SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,papua,Pygoscelis papua,Pygoscelispapua,,Gentoo Penguin,,,,,,NT,,2012,decreasing,"P,SP",O,SA
626,SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,magellanicus,Spheniscus magellanicus,Spheniscusmagellanicus,,Magellanic Penguin,,,,,,NT,,2012,decreasing,Tm,Bu,SA
627,SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,mendiculus,Spheniscus mendiculus,Spheniscusmendiculus,,Galapagos Penguin, Galapagos Penguin,,,,,EN,A2bde;B1ab(v)c(iv)+2ab(v)c(iv);C2a(ii)b,2012,decreasing,Tr,Bu,SA
628,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,schlegeli,Eudyptes schlegeli,Eudyptesschlegeli,,Royal Penguin,,,,,,VU,D2,2012,stable,SP,"O,SI",SA
629,SPHENISCIFORMES,SPHENISCIDAE,Megadyptes,antipodes,Megadyptes antipodes,Megadyptesantipodes,,Yellow-eyed Penguin,,,,,,EN,"B2b(iii,v)c(iv)",2012,decreasing,"Tm,SP",O,SA
630,SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,adeliae,Pygoscelis adeliae,Pygoscelisadeliae,,Adelie Penguin,,,,,,NT,,2012,increasing,P,O,SA
631,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysolophus,Eudyptes chrysolophus,Eudypteschrysolophus,,Macaroni Penguin,,,,,,VU,A2bce+3bce+4bce,2013,decreasing,"P,SP","SI,O",SA
632,SPHENISCIFORMES,SPHENISCIDAE,Aptenodytes,patagonicus,Aptenodytes patagonicus,Aptenodytespatagonicus,,King Penguin,,,,,,LC,,2012,increasing,P-Tm,N/A,SA
633,SPHENISCIFORMES,SPHENISCIDAE,Aptenodytes,forsteri,Aptenodytes forsteri,Aptenodytesforsteri,,Emperor Penguin,,,,,,NT,,2012,stable,P,N/A,SA
634,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,robustus,Eudyptes robustus,Eudyptesrobustus,,Snares Penguin, Snares Islands Penguin, Snares Crested Penguin,,,,VU,D2,2012,stable,"SP,Tm","O,CI",SA
635,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,pachyrhynchus,Eudyptes pachyrhynchus,Eudyptespachyrhynchus,,Fiordland Penguin, Fiordland Crested Penguin,,,,,VU,A2be+3bce+4bce;C1+2a(i),2012,decreasing,"Tm,SP","O,Cr",SA
636,SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,antarcticus,Pygoscelis antarcticus,Pygoscelisantarcticus,Pygoscelis antarctica |Pygoscelis antarctica |Pygoscelis antarctica |Pygoscelis antarctica ,Chinstrap Penguin,,,,,,LC,,2012,increasing,"P,SP","O,SI",SA
637,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysocome,Eudyptes chrysocome,Eudypteschrysocome,,Southern Rockhopper Penguin, Rockhopper Penguin,,,,,VU,A2abcde+3bcde+4abcde,2012,decreasing,"Tm,SP","O,Cr",SA
638,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,sclateri,Eudyptes sclateri,Eudyptessclateri,,Erect-crested Penguin, Big-crested Penguin,,,,,EN,"A2b;B2ab(i,ii,iv,v)",2012,decreasing,"Tm,SP",,SA
639,SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,humboldti,Spheniscus humboldti,Spheniscushumboldti,,Humboldt Penguin, Peruvian Penguin,,,,,VU,A2bcde+3bcde+4bcde;C1+2b,2013,decreasing,"Tm,STr",Cr,SA
640,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,moseleyi,Eudyptes moseleyi,Eudyptesmoseleyi,,Northern Rockhopper Penguin,,,,,,EN,A2acde+3cde+4acde,2012,decreasing,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
641,CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,parasiticus,Stercorarius parasiticus,Stercorariusparasiticus,,Arctic Jaeger, Arctic Skua, Arctic Jaeger,,,,LC,,2012,stable,P-Tm,O,SP
642,CHARADRIIFORMES,STERCORARIIDAE,Catharacta,skua,Catharacta skua,Catharactaskua,Stercorarius skua|Stercorarius skua skua|Stercorarius skua skua,Great Skua,,,,,,LC,,2012,stable,Tm,O,SP
643,CHARADRIIFORMES,STERCORARIIDAE,Catharacta,maccormicki,Catharacta maccormicki,Catharactamaccormicki,Stercorarius maccormicki|Stercorarius maccormicki maccormicki|Stercorarius maccormicki maccormicki,South Polar Skua,,,,,,LC,,2012,stable,P,O,SP
644,CHARADRIIFORMES,STERCORARIIDAE,Catharacta,antarctica,Catharacta antarctica,Catharactaantarctica,Catharacta lonnbergi|Stercorarius lonnbergi,Brown Skua,,,,,,LC,,2014,stable,P-Tm,O,SP
645,CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,longicaudus,Stercorarius longicaudus,Stercorariuslongicaudus,,Long-tailed Jaeger, Long-tailed Skua,,,,,LC,,2012,stable,"P,SP",O,SP
646,CHARADRIIFORMES,STERCORARIIDAE,Catharacta,chilensis,Catharacta chilensis,Catharactachilensis,Stercorarius chilensis,Chilean Skua,,,,,,LC,,2012,stable,Tm,O,SP
647,CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,pomarinus,Stercorarius pomarinus,Stercorariuspomarinus,,Pomarine Jaeger, Pomarine Skua,,,,,LC,,2012,stable,"P,SP",O,SP
,,,,,,,,,,,,,,,,,,,,
648,SULIFORMES,SULIDAE,Sula,granti,Sula granti,Sulagranti,,Nazca Booby,,,,,,LC,,2012,decreasing,Tr,O,A
649,SULIFORMES,SULIDAE,Sula,sula,Sula sula,Sulasula,,Red-footed Booby,,,,,,LC,,2012,decreasing,Tr,T,A
650,SULIFORMES,SULIDAE,Sula,dactylatra,Sula dactylatra,Suladactylatra,,Masked Booby,,,,,,LC,,2012,decreasing,"STr,Tr","CI,O",A
651,SULIFORMES,SULIDAE,Morus,bassanus,Morus bassanus,Morusbassanus,Sula bassana bassana|Sula bassana bassana,Northern Gannet, Gannet,,,,,LC,,2012,increasing,Tm,"CI,O",A
652,SULIFORMES,SULIDAE,Sula,leucogaster,Sula leucogaster,Sulaleucogaster,,Brown Booby,,,,,,LC,,2012,decreasing,Tr,"O,CI",A
653,SULIFORMES,SULIDAE,Sula,nebouxii,Sula nebouxii,Sulanebouxii,,Blue-footed Booby,,,,,,LC,,2012,stable,Tr,"CI,O",A
654,SULIFORMES,SULIDAE,Sula,variegata,Sula variegata,Sulavariegata,,Peruvian Booby,,,,,,LC,,2012,stable,Tm-STr,"CI,O",A
655,SULIFORMES,SULIDAE,Morus,capensis,Morus capensis,Moruscapensis,Sula capensis capensis,Cape Gannet,,,,,,VU,"A2acde+3cde+4acde; B2ab(iii,iv,v)",2012,decreasing,"Tm,STr",O,A
656,SULIFORMES,SULIDAE,Morus,serrator,Morus serrator,Morusserrator,Sula serrator serrator,Australasian Gannet, Australian Gannet,,,,,LC,,2012,increasing,Tm,"O,CI",A
657,SULIFORMES,SULIDAE,Papasula,abbotti,Papasula abbotti,Papasulaabbotti,Sula abbotti abbotti,Abbott's Booby,,,,,,EN,"B2ab(ii,iii,v)",2012,decreasing,Tr,T,A
