fid,ord,fam,genus,species,subspecies,genus_species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,total_population,breeding_dist,nest_locations,hatchling_type,feature_id,species_id,female_mass_mean,female_mass_lower,female_mass_upper,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,culmen,tarsus,tail,bmr,rmr,dee,clutch_size_mean,clutch_size_lower,clutch_size_upper,clutch_size_uncertainty,egg_mass,incubation_mean,incubation_period_lower,incubation_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,reproductive_success,hatching_success,fledging_success,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,feeds_per_day,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,fledgling_mass,ratio_fledgling_to_adult,wing_loading,aspect_ratio,first_year_survival,second_year_survival,survival_to_breeding,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,migration_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,mate_fidelity,site_fidelity,coloniality,username,dt
182,CHARADRIIFORMES,CHIONIDAE,Chionis,minor,,Chionis minor,Chionisminor,,Black-faced Sheathbill,,,,,,LC,,2012,decreasing,,,,,182,Chionisminor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,CHARADRIIFORMES,DROMADIDAE,Dromas,ardeola,,Dromas ardeola,Dromasardeola,,Crab-plover , Crab-plover,,,,,LC,,2012,stable,,,,,205,Dromasardeola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
208,SULIFORMES,FREGATIDAE,Fregata,ariel,,Fregata ariel,Fregataariel,,Lesser Frigatebird,,,,,,LC,,2012,decreasing,,Tr,T,A,208,Fregataariel,,0.78,1.11,,,0.78,1.11,,,,,,,,1,,,,,50,,,ca,,145,179,,,,,,,,,,,140,180,,,,,,,,,,,,,OS,,,175,195,,,28,,,,,,,,,,grant,27/06/2016
209,SULIFORMES,FREGATIDAE,Fregata,magnificens,,Fregata magnificens,Fregatamagnificens,,Magnificent Frigatebird,,,,,,LC,,2012,increasing,,Tr,T,A,209,Fregatamagnificens,1.67,,,,1.28,,,,,,,,,,1,,,,,59,58,60,,165,,,,,,,15,,,,,150,,,,,,,,,,,,5,7,,OS,,229,,,,,,,,,,,,,,,grant,27/06/2016
210,SULIFORMES,FREGATIDAE,Fregata,minor,,Fregata minor,Fregataminor,,Great Frigatebird, Great Frigatebird,,,,,LC,,2012,decreasing,,Tr,T,A,210,Fregataminor,,1.1,1.89,,,0.9,1.35,,,,,,,,1,,,,,56,51,60,,,160,169,,,,,,,,,,,158,428,,,,,,,,,,3,7,,OS,,198,,,,,35,,,,,,,,,,grant,27/06/2016
211,CHARADRIIFORMES,GLAREOLIDAE,Cursorius,coromandelicus,,Cursorius coromandelicus,Cursoriuscoromandelicus,,Indian Courser,,,,,,LC,,2012,stable,,,,,211,Cursoriuscoromandelicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
212,CHARADRIIFORMES,GLAREOLIDAE,Cursorius,cursor,,Cursorius cursor,Cursoriuscursor,,Cream-coloured Courser,,,,,,LC,,2012,stable,,,,,212,Cursoriuscursor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
213,CHARADRIIFORMES,GLAREOLIDAE,Cursorius,rufus,,Cursorius rufus,Cursoriusrufus,,Burchell's Courser,,,,,,LC,,2012,decreasing,,,,,213,Cursoriusrufus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
214,CHARADRIIFORMES,GLAREOLIDAE,Cursorius,somalensis,,Cursorius somalensis,Cursoriussomalensis,,Somali Courser,,,,,,LC,,2012,stable,,,,,214,Cursoriussomalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
215,CHARADRIIFORMES,GLAREOLIDAE,Cursorius,temminckii,,Cursorius temminckii,Cursoriustemminckii,,Temminck's Courser,,,,,,LC,,2012,stable,,,,,215,Cursoriustemminckii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
216,CHARADRIIFORMES,GLAREOLIDAE,Glareola,cinerea,,Glareola cinerea,Glareolacinerea,,Grey Pratincole,,,,,,LC,,2012,unknown,,,,,216,Glareolacinerea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
217,CHARADRIIFORMES,GLAREOLIDAE,Glareola,lactea,,Glareola lactea,Glareolalactea,,Little Pratincole, Little Pratincole,,,,,LC,,2012,unknown,,,,,217,Glareolalactea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
218,CHARADRIIFORMES,GLAREOLIDAE,Glareola,maldivarum,,Glareola maldivarum,Glareolamaldivarum,,Oriental Pratincole,,,,,,LC,,2012,decreasing,,,,,218,Glareolamaldivarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
220,CHARADRIIFORMES,GLAREOLIDAE,Glareola,nuchalis,,Glareola nuchalis,Glareolanuchalis,,Rock Pratincole,,,,,,LC,,2012,decreasing,,,,,220,Glareolanuchalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
222,CHARADRIIFORMES,GLAREOLIDAE,Glareola,pratincola,,Glareola pratincola,Glareolapratincola,,Collared Pratincole, Common Pratincole,,,,,LC,,2012,decreasing,,,,,222,Glareolapratincola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
224,CHARADRIIFORMES,GLAREOLIDAE,Rhinoptilus,chalcopterus,,Rhinoptilus chalcopterus,Rhinoptiluschalcopterus,,Bronze-winged Courser,,,,,,LC,,2012,stable,,,,,224,Rhinoptiluschalcopterus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
225,CHARADRIIFORMES,GLAREOLIDAE,Rhinoptilus,cinctus,,Rhinoptilus cinctus,Rhinoptiluscinctus,,Three-banded Courser,,,,,,LC,,2012,stable,,,,,225,Rhinoptiluscinctus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
226,CHARADRIIFORMES,GLAREOLIDAE,Smutsornis,africanus,,Smutsornis africanus,Smutsornisafricanus,Rhinoptilus africanus,Double-banded Courser,,,,,,LC,,2012,stable,,,,,226,Smutsornisafricanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
227,CHARADRIIFORMES,GLAREOLIDAE,Stiltia,isabella,,Stiltia isabella,Stiltiaisabella,,Australian Pratincole,,,,,,LC,,2012,stable,,,,,227,Stiltiaisabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
228,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,ater,,Haematopus ater,Haematopusater,Haematopus bachmani,Blackish Oystercatcher,,,,,,LC,,2014,unknown,,,,,228,Haematopusater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
230,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,fuliginosus,,Haematopus fuliginosus,Haematopusfuliginosus,,Sooty Oystercatcher,,,,,,LC,,2012,stable,,,,,230,Haematopusfuliginosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
231,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,leucopodus,,Haematopus leucopodus,Haematopusleucopodus,,Magellanic Oystercatcher,,,,,,LC,,2012,stable,,,,,231,Haematopusleucopodus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
232,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,longirostris,,Haematopus longirostris,Haematopuslongirostris,,Pied Oystercatcher, Australian Pied Oystercatcher,,,,,LC,,2012,unknown,,,,,232,Haematopuslongirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
235,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,ostralegus,,Haematopus ostralegus,Haematopusostralegus,Haematopus finschi,Eurasian Oystercatcher, Pied Oystercatcher,,,,,LC,,2014,decreasing,,,,,235,Haematopusostralegus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
236,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,palliatus,,Haematopus palliatus,Haematopuspalliatus,,American Oystercatcher,,,,,,LC,,2012,stable,,,,,236,Haematopuspalliatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
237,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,unicolor,,Haematopus unicolor,Haematopusunicolor,,Variable Oystercatcher,,,,,,LC,,2013,increasing,,,,,237,Haematopusunicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
238,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,castro,,Hydrobates castro,Hydrobatescastro,Oceanodroma castro,Band-rumped Storm-petrel,Madeiran Storm-petrel,,,,,LC,,2013,decreasing,,Tm-Tr,"Cr,Bu",SP,238,Hydrobatescastro,,,,,,,,,,,,,,,1,,,,,42,,,,,64,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,46,,,,,,,,,,,,,grant,27/06/2016
239,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,furcatus,,Hydrobates furcatus,Hydrobatesfurcatus,Oceanodroma furcata,Fork-tailed Storm-petrel,,,,,,LC,,2012,increasing,,Tm,"Bu,Cr",SP,239,Hydrobatesfurcatus,0.06,,,,0.06,,,,,,,,,,1,,,,12,40,,,,58,,,,,,,1.5,,,,,,,,,0.095,,,,,,,,,,,OS,,,,,,17,,,,,,,,,,,grant,27/06/2016
242,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,leucorhous,,Hydrobates leucorhous,Hydrobatesleucorhous,Hydrobates leucorhoa leucorhoa|Oceanodroma leucorhoa,Leach's Storm-petrel,Leach's Petrel,,,,,LC,,2012,stable,,"Tm,STr","Bu,Cr",SP,242,Hydrobatesleucorhous,,0.04,0.05,,,0.04,0.05,,,,,,,,1,,,,9,43.3,37,50,,,56,79,,,,,1.6,,,,,0,,,,0.074,,,,,,,,3,6,,OS,,,45,48,,36,,,,,79,93,,,,,grant,27/06/2016
246,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,melania,,Hydrobates melania,Hydrobatesmelania,Oceanodroma melania,Black Storm-petrel,,,,,,LC,,2013,decreasing,,STr,"Bu, Cr",SP,246,Hydrobatesmelania,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,51,,,,,,,,,,,,,grant,27/06/2016
247,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,microsoma,,Hydrobates microsoma,Hydrobatesmicrosoma,Halocyptena microsoma|Oceanodroma microsoma|Oceanodroma microsoma|Oceanodroma microsoma|Oceanodroma microsoma,Least Storm-petrel,,,,,,LC,,2012,decreasing,,STr,Cr,SP,247,Hydrobatesmicrosoma,0.02,,,,0.02,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,grant,27/06/2016
250,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,pelagicus,,Hydrobates pelagicus,Hydrobatespelagicus,,European Storm-petrel, British Storm-petrel,,,,,LC,,2012,decreasing,,"Tm, STr",Cr,SP,250,Hydrobatespelagicus,0.03,,,,0.03,,,,,,,,,,1,,,,7,41,,,,66,,,,,,,0.8,,,,,0,,,,0.044,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
251,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,tethys,,Hydrobates tethys,Hydrobatestethys,Oceanodroma tethys,Wedge-rumped Storm-petrel,,,,,,LC,,2013,decreasing,,Tr,"Cr,Un",SP,251,Hydrobatestethys,,,,,,,,,,,,,,,1,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
253,CHARADRIIFORMES,IBIDORHYNCHIDAE,Ibidorhyncha,struthersii,,Ibidorhyncha struthersii,Ibidorhynchastruthersii,,Ibisbill,,,,,,LC,,2012,unknown,,,,,253,Ibidorhynchastruthersii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
254,CHARADRIIFORMES,JACANIDAE,Actophilornis,africanus,,Actophilornis africanus,Actophilornisafricanus,,African Jacana,,,,,,LC,,2012,stable,,,,,254,Actophilornisafricanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
256,CHARADRIIFORMES,JACANIDAE,Hydrophasianus,chirurgus,,Hydrophasianus chirurgus,Hydrophasianuschirurgus,,Pheasant-tailed Jacana,,,,,,LC,,2012,decreasing,,,,,256,Hydrophasianuschirurgus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
257,CHARADRIIFORMES,JACANIDAE,Irediparra,gallinacea,,Irediparra gallinacea,Irediparragallinacea,,Comb-crested Jacana,,,,,,LC,,2012,unknown,,,,,257,Irediparragallinacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
258,CHARADRIIFORMES,JACANIDAE,Jacana,jacana,,Jacana jacana,Jacanajacana,,Wattled Jacana,,,,,,LC,,2012,stable,,,,,258,Jacanajacana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
259,CHARADRIIFORMES,JACANIDAE,Jacana,spinosa,,Jacana spinosa,Jacanaspinosa,,Northern Jacana,,,,,,LC,,2012,unknown,,,,,259,Jacanaspinosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
260,CHARADRIIFORMES,JACANIDAE,Metopidius,indicus,,Metopidius indicus,Metopidiusindicus,,Bronze-winged Jacana,,,,,,LC,,2012,unknown,,,,,260,Metopidiusindicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
261,CHARADRIIFORMES,JACANIDAE,Microparra,capensis,,Microparra capensis,Microparracapensis,,Lesser Jacana,,,,,,LC,,2012,unknown,,,,,261,Microparracapensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
262,CHARADRIIFORMES,LARIDAE,Anous,minutus,,Anous minutus,Anousminutus,,Black Noddy,,,,,,LC,,2012,stable,,"STr,Tr","O,Cr,T",SP,262,Anousminutus,,0.098,0.144,,,0.098,0.144,,,,,,,,1,,,,,34,31,39,,,48,60,,,,,,,,,,,30,60,,,,,,,,,3,2,4,,NS+,,,66,72,,25,,,,75,,,,,,,grant,27/06/2016
263,CHARADRIIFORMES,LARIDAE,Anous,stolidus,,Anous stolidus,Anousstolidus,,Brown Noddy, Common Noddy,,,,,LC,,2012,stable,,Tr,"T,O",SP,263,Anousstolidus,0.167,,,,0.178,,,,,,,,,,1,,,,,34.5,33,36,,45,40,56,,,,,6,,,,,,30,100,,,,,,,,,3,3,7,,NS+,,,75,86,,27,,,,,,,,,,,grant,27/06/2016
264,CHARADRIIFORMES,LARIDAE,Anous,tenuirostris,,Anous tenuirostris,Anoustenuirostris,,Lesser Noddy, Sooty Noddy,,,,,LC,,2012,stable,,"STr,Tr",T,SP,264,Anoustenuirostris,,0.097,0.12,,,0.097,0.12,,,,,,,,1,,,,,35,,,ca,55,,,ca,,28 - 91,Feb-92,,,,,3-Jan,,,,,,,,,,,,,,,,,,,58,63,,,,,,,,,,,,,grant,27/06/2016
266,CHARADRIIFORMES,LARIDAE,Chlidonias,hybrida,,Chlidonias hybrida,Chlidoniashybrida,Chlidonias hybridus hybridus|Chlidonias hybridus hybridus|Chlidonias hybridus hybridus|Chlidonias hybridus hybridus,Whiskered Tern,,,,,,LC,,2012,stable,,Tm-Tr,F,SP,266,Chlidoniashybrida,,0.06,0.101,,,0.06,0.101,,,,,,,,3,1,4,,16.46,,18,20,,23,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,64,70,,,,,,,,,,,,,grant,27/06/2016
267,CHARADRIIFORMES,LARIDAE,Chlidonias,leucopterus,,Chlidonias leucopterus,Chlidoniasleucopterus,,White-winged Tern, White-winged Black Tern,,,,,LC,,2012,stable,,Tm,,SP,267,Chlidoniasleucopterus,0.066,0.042,0.079,,0.066,0.042,0.079,,,,,,,,2.8,2,3,,,,18,22,,,20,25,,,,,,,,,,,,,,,,,,,,,2,,,,,,,58,67,,,,,,,,,,,,,grant,27/06/2016
268,CHARADRIIFORMES,LARIDAE,Chlidonias,niger,,Chlidonias niger,Chlidoniasniger,,Black Tern,,,,,,LC,,2012,decreasing,,Tm,F,SP,268,Chlidoniasniger,0.063,,,,0.064,,,,,,,,,,2.6,1,4,,,20.5,19,23,,22,20,25,,,,,,,,,,40,,,,,,,,,,,2,2,3,,NS,,,57,65,,17,,,,,,,,,,,grant,27/06/2016
269,CHARADRIIFORMES,LARIDAE,Creagrus,furcatus,,Creagrus furcatus,Creagrusfurcatus,,Swallow-tailed Gull,,,,,,LC,,2012,unknown,,Tr,"O,Cl",SP,269,Creagrusfurcatus,,0.55,0.74,,,0.63,0.78,,,,,,,,1,,,,,32,29,38,,,58,84,,,,,46,,,,,30,,,+,,,,,,,83,5,2,6,,OS,,,,,,,,,,97,89,99,,,,,grant,27/06/2016
270,CHARADRIIFORMES,LARIDAE,Gelochelidon,macrotarsa,,Gelochelidon macrotarsa,Gelochelidonmacrotarsa,,Australian Gull-billed Tern,,,,,,LC,,2014,unknown,,,,,270,Gelochelidonmacrotarsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
271,CHARADRIIFORMES,LARIDAE,Gelochelidon,nilotica,,Gelochelidon nilotica,Gelochelidonnilotica,,Common Gull-billed Tern,,,,,,LC,,2014,decreasing,,Tm-Tr,O,P,271,Gelochelidonnilotica,,0.15,0.29,,,0.15,0.29,,,,,,,,3,1,5,,,22.5,22,23,,31.5,28,35,,,,,,,,,,60,,,,,,,,,,,5,,,,NS,,,85,103,,15.8,,,,,,,,,,,grant,27/06/2016
272,CHARADRIIFORMES,LARIDAE,Gygis,alba,,Gygis alba,Gygisalba,,Common White Tern, Fairy Tern, Common White-Tern, Angel Tern, White Tem, White Tern,LC,,2012,stable,,"STr,Tr",T,SP,272,Gygisalba,,0.08,0.16,,,0.08,0.16,,,,,,,,1,,,,,35.6,33,41,,48.6,31,67,,,,,,,,,,,35,60,,,,,,,,,,3,5,+,"NS,OS",,73,,,,37,,,,,,,,,,,grant,27/06/2016
273,CHARADRIIFORMES,LARIDAE,Gygis,microrhyncha,,Gygis microrhyncha,Gygismicrorhyncha,,Little White Tern, Little White-Tern,,,,,LC,,2012,stable,,,,SP,273,Gygismicrorhyncha,,,,,,,,,,,,,,,1,,,,,35,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
274,CHARADRIIFORMES,LARIDAE,Hydrocoloeus,minutus,,Hydrocoloeus minutus,Hydrocoloeusminutus,Larus minutus,Little Gull,,,,,,LC,,2012,increasing,,"SP,Tm","O,F",SP,274,Hydrocoloeusminutus,,0.1,0.156,,,0.1,0.156,,,,,,,,2.7,1,3,,,,21,25,,,21,28,,,,,,,,,,14,,,+,,,,,,,,,2,3,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
275,CHARADRIIFORMES,LARIDAE,Hydroprogne,caspia,,Hydroprogne caspia,Hydroprognecaspia,Hydroprogne caspia|Hydroprogne caspia|Hydroprogne caspia|Sterna caspia,Caspian Tern,,,,,,LC,,2012,increasing,,"Tm,STr",O,SP,275,Hydroprognecaspia,0.662,,,,0.649,,,,,,,,,,2,1,3,,,27,25,28,,40,35,45,,,60 - 100,81,,,,,,90,,,+,0.465 - 0.579,,,,,,,3,2,4,,NS,,,127,146,,30,,,,,87,91,,,,,grant,27/06/2016
277,CHARADRIIFORMES,LARIDAE,Larus,argentatus,,Larus argentatus,Larusargentatus,,European Herring Gull,,,,,,LC,,2014,decreasing,,"SP,Tm","Cl,O",SP,277,Larusargentatus,1.044,,,,1.226,,,,,,,428,,,3,1,3,,,,30,32,,47.5,45,50,,,,,33,,,,,45,,,+,,,,,,,,,3,5,,NS,,,135,149,,32,,,,91,81,94,,,,,grant,27/06/2016
278,CHARADRIIFORMES,LARIDAE,Larus,armenicus,,Larus armenicus,Larusarmenicus,,Armenian Gull,,,,,,LC,,2014,unknown,,,,SP,278,Larusarmenicus,,0.95,1.05,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,grant,27/06/2016
280,CHARADRIIFORMES,LARIDAE,Larus,atricilla,,Larus atricilla,Larusatricilla,Leucophaeus atricilla atricilla,Laughing Gull,,,,,,LC,,2012,increasing,,Tm-Tr,"O,F",SP,280,Larusatricilla,0.289,,,,0.327,,,,,,,,,,2.8,2,3,,,24.5,22,25,,42.5,35,50,,,,,,,,,,,14,30,,,,,,,,,,3,4,,NS,,,102,107,,19,,,,,,,,,,,grant,27/06/2016
282,CHARADRIIFORMES,LARIDAE,Larus,belcheri,,Larus belcheri,Larusbelcheri,,Belcher's Gull, Belcher's Gull,,,,,LC,,2012,increasing,,"STr,Tr",O,SP,282,Larusbelcheri,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,grant,27/06/2016
283,CHARADRIIFORMES,LARIDAE,Larus,brunnicephalus,,Larus brunnicephalus,Larusbrunnicephalus,,Brown-headed Gull,,,,,,LC,,2013,stable,,Tm,,SP,283,Larusbrunnicephalus,,0.45,0.71,,,0.45,0.71,,,,,,,,3,1,4,,,24,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
285,CHARADRIIFORMES,LARIDAE,Larus,cachinnans,,Larus cachinnans,Laruscachinnans,,Caspian Gull,,,,,,LC,,2014,stable,,,,,285,Laruscachinnans,,0.8,1.5,,,0.8,1.5,,,,,,,,2.7,1,3,,,,26,29,,,42,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,155,,,,,,,,,,,,,grant,27/06/2016
286,CHARADRIIFORMES,LARIDAE,Larus,californicus,,Larus californicus,Laruscalifornicus,,California Gull,,,,,,LC,,2012,decreasing,,Tm,O,SP,286,Laruscalifornicus,0.556,,,,0.657,,,,,,,,,,2,2,4,,,35,23,27,,48,42,60,,,,,,,,,,,,,yes,,,,,,,,,3,4,,NS,,,121,140,,25,,,,,79,92,,,,,grant,27/06/2016
287,CHARADRIIFORMES,LARIDAE,Larus,canus,,Larus canus,Laruscanus,,Mew Gull, Common Gull,,,,,LC,,2012,unknown,,"SP,Tm",O,SP,287,Laruscanus,,0.29,0.55,,,0.29,0.55,,,,,,,,3,1,3,,,,24,26,,,30,35,,,,,,,,,,,,,brief,,,,,,,,2,,3,,,,,,,,24,,,,,,,,,,,grant,27/06/2016
288,CHARADRIIFORMES,LARIDAE,Larus,cirrocephalus,,Larus cirrocephalus,Laruscirrocephalus,,Grey-headed Gull, Grey-hooded Gull, Gray-hooded Gull,,,,LC,,2012,stable,,"STr,Tr","O,F",SP,288,Laruscirrocephalus,,0.25,0.33,,,0.25,0.33,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,105,,,,,,,,,,,,,grant,27/06/2016
289,CHARADRIIFORMES,LARIDAE,Larus,crassirostris,,Larus crassirostris,Laruscrassirostris,,Black-tailed Gull,,,,,,LC,,2012,stable,,"Tm,STr",O,SP,289,Laruscrassirostris,,0.43,0.64,,,0.43,0.64,,,,,,,,,2,3,,,,24,25,,,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,128,,,,,,,,,,,,,grant,27/06/2016
290,CHARADRIIFORMES,LARIDAE,Larus,delawarensis,,Larus delawarensis,Larusdelawarensis,,Ring-billed Gull,,,,,,LC,,2012,increasing,,Tm,O,SP,290,Larusdelawarensis,0.471,,,,0.566,,,,,,,,,,3,2,4,,,25.5,23,29,,,35,40,,,,,24,,,,,,,,no?,,,,,,,,3,3,4,,NS,,,121,127,,32,,,,,,,,,,,grant,27/06/2016
291,CHARADRIIFORMES,LARIDAE,Larus,dominicanus,,Larus dominicanus,Larusdominicanus,,Kelp Gull, Southern Black-backed Gull,,,,,LC,,2012,increasing,,P-Tm,O,SP,291,Larusdominicanus,0.83,,,,1.05,,,,,,,,,,2.4,,,,,28,,,,61,,,,,,,,,,,,,41,54,,,,,,44,,40,4,,,,NS,,,152,169,,,,,,81,,,,,,,grant,27/06/2016
293,CHARADRIIFORMES,LARIDAE,Larus,fuscus,,Larus fuscus,Larusfuscus,,Lesser Black-backed Gull,,,,,,LC,,2012,increasing,,"SP,Tm","O,Cl",SP,293,Larusfuscus,0.83,0.55,1.2,,0.83,0.55,1.2,,,,,,,,2.7,1,3,,,,24,28,,,30,40,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,124,127,,26,,,,,90,91,,,,,grant,27/06/2016
